year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Boat Pull;Car Flip;Crucifix Hold;Bar Bend;Tug of War;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Log Ladder;Load & Push;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Max Stone Press;Vertical Lift;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Sandbag Toss;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Plane Pull;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2008;WSM Final - group;M. Pudzianowski;;;;;;;;;;;;;;;;;;;;;;;;;;21.95;39.22;;;;;;;;13.77;;;;11.0;;;50.65;;;;;;;;;;;;;;;;;;;;;;;;47.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;A. Haugen;;;;;;;;;;;;;;;;;;;;;;;;;;16.14;16.6;;;;;;;;26.09;;;;9.0;;;44.03;;;;;;;;;;;;;;;;;;;;;;;;39.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;;24.81;43.69;;;;;;;;18.5;;;;6.0;;;53.73;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;19.95;;;;;;;;7.0;;;;2.0;;;50.69;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;66.4;;;;;;;;7.0;;;;10.0;;;66.92;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;B. Siders;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;10.8;;;;;;;;6.0;;;;10.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;T. Ortmayer;;;;;;;;;;;;;;;;;;;;;;;;;;21.18;45.75;;;;;6.0;;21.22;;15.0;;;;;;49.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;58.04;;;;;6.0;;75.0;;12.0;;;;;;47.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;J. Marku;;;;;;;;;;;;;;;;;;;;;;;;;;30.43;0.85;;;;;6.0;;8.0;;15.0;;;;;;54.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;M. Samuelsson;;;;;;;;;;;;;;;;;;;;;;;;;;28.17;49.44;;;;;4.0;;6.0;;10.0;;;;;;49.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;R. Vidzis;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;68.18;;;;;4.0;;6.0;;10.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;F. Trimpl;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;10.65;;;;;4.0;;6.0;;9.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;D. Poundstone;;;;;;;9.0;;;;;;;;;;;;;;;;;19.09;;25.1;42.66;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;38.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;L. Jean;;;;;;;6.0;;;;;;;;;;;;;;;;;26.6;;5.0;58.28;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;K. Ilin;;;;;;;8.0;;;;;;;;;;;;;;;;;49.34;;2.0;50.08;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;66.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;J. Marku;;;;;;;0.0;;;;;;;;;;;;;;;;;12.3;;4.0;67.47;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;44.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;K. Nee;;;;;;;0.0;;;;;;;;;;;;;;;;;46.53;;0.0;65.59;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;16.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;S. Wenta;;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;0.0;58.37;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;54.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;Ž. Savickas;;;;;;;;;;;;;;;;;;;;;;;;;;28.2;43.53;;;;;31.64;;30.19;;;;22.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;;29.27;42.19;;;;;35.97;;29.41;;;;22.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;S. Pétursson;;;;;;;;;;;;;;;;;;;;;;;;;;30.43;50.07;;;;;31.57;;23.53;;;;26.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;;;48.49;51.56;;;;;31.36;;4.0;;;;24.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;M. Wildauer;;;;;;;;;;;;;;;;;;;;;;;;;;30.9;50.94;;;;;7.0;;6.0;;;;25.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;M. White;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;56.97;;;;;4.0;;6.0;;;;28.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;P. Pfister;;;;;;;6.0;;;;;;;;;;;;;;;;;20.3;;24.88;40.91;;;;;23.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;M. Pudzianowski;;;;;;;3.0;;;;;;;;;;;;;;;;;20.72;;33.91;45.4;;;;;36.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;D. Sadler;;;;;;;4.0;;;;;;;;;;;;;;;;;47.41;;4.0;62.31;;;;;35.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;E. Katona;;;;;;;3.0;;;;;;;;;;;;;;;;;28.28;;4.0;49.22;;;;;43.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;A. Klyushev;;;;;;;6.0;;;;;;;;;;;;;;;;;25.06;;4.0;70.06;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;J. Laureys;;;;;;;0.0;;;;;;;;;;;;;;;;;5.8;;4.0;70.91;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;21.87;;25.54;45.42;;;;;;;75.0;35.65;;;23.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;T. Ortmayer;;;;;;;;;;;;;;;;;;;;;;;;24.44;;27.96;49.13;;;;;;;6.0;2.0;;;24.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;J. Årsjö;;;;;;;;;;;;;;;;;;;;;;;;34.41;;35.23;56.32;;;;;;;7.0;6.0;;;22.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;E. Smit;;;;;;;;;;;;;;;;;;;;;;;;22.66;;3.0;62.5;;;;;;;8.0;6.0;;;25.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;R. Skog;;;;;;;;;;;;;;;;;;;;;;;;32.22;;5.0;46.75;;;;;;;4.0;4.0;;;25.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;A. Kazeļņiks;;;;;;;;;;;;;;;;;;;;;;;;25.63;;4.0;56.88;;;;;;;4.0;6.0;;;33.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;44.05;40.5;;;;;32.7;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.41;;;;27.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;;;26.66;46.28;;;;;6.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.15;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;A. Murumets;;;;;;;;;;;;;;;;;;;;;;;;;;30.03;47.07;;;;;6.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.38;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;C. Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;32.85;45.91;;;;;6.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.78;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;J. Dymek;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;16.2;;;;;5.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.14;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final - group;F. Trimpl;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;57.43;;;;;5.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.98;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;;;44.82;;;;;7.0;;;;;41.58;46.53;4.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;S. Pétursson;;;;;;;;;;;;;;;;;;;;;;;;;;;61.44;;;;;4.0;;;;;51.13;69.18;3.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;;;;49.44;;;;;8.0;;;;;8.0;3.0;1.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;S. Todorchev;;;;;;;;;;;;;;;;;;;;;;;;;;;64.35;;;;;3.0;;;;;50.97;6.0;0.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;S. Romanchuk;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;0.0;;;;;55.92;5.0;2.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;E. Smit;;;;;;;;;;;;;;;;;;;;;;;;;;;0.85;;;;;6.0;;;;;11.0;5.0;0.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;D. Poundstone;;;;;;;;;;;;;;;;;;;;;;;;;36.2;;;;;;;6.0;;;;;9.0;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;63.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
2010;WSM Final - group;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;23.28;;;;;;;5.0;;;;;48.52;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;36.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
2010;WSM Final - group;R. Skog;;;;;;;;;;;;;;;;;;;;;;;;;32.9;;;;;;;0.0;;;;;4.0;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;67.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
2010;WSM Final - group;A. Curletto;;;;;;;;;;;;;;;;;;;;;;;;;27.2;;;;;;;4.0;;;;;6.0;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;29.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
2010;WSM Final - group;H. Jordaan;;;;;;;;;;;;;;;;;;;;;;;;;1.7;;;;;;;0.0;;;;;5.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;44.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
2010;WSM Final - group;R. Szczepański;;;;;;;;;;;;;;;;;;;;;;;;;27.9;;;;;;;0.0;;;;;11.0;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;
2010;WSM Final - group;E. Katona;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;52.16;;;;;8.0;;;;;61.01;73.78;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;T. Ortmayer;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;66.19;;;;;4.0;;;;;11.0;65.18;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;V. Lalas;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;70.03;;;;;9.0;;;;;10.0;6.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;K. Ilin;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;0.77;;;;;5.0;;;;;8.0;3.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;J. Kułaga;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;0.8;;;;;4.0;;;;;71.77;5.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;D. Sadler;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;;;;0.0;0.0;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;Ž. Savickas;;;;;;;;;;;;;;;;;;;;;;;;;21.31;;;;;;;;;;11.0;;;;8.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;68.12;;;;62.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;N. Best;;;;;;;;;;;;;;;;;;;;;;;;;29.72;;;;;;;;;;10.0;;;;0.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;78.68;;;;79.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;;23.75;;;;;;;;;;11.0;;;;5.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;62.33;;;;54.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;;31.16;;;;;;;;;;7.0;;;;7.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;70.07;;;;60.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;W. Brant;;;;;;;;;;;;;;;;;;;;;;;;;12.6;;;;;;;;;;10.0;;;;5.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;45.03;;;;51.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;A. Kazeļņiks;;;;;;;;;;;;;;;;;;;;;;;;;34.6;;;;;;;;;;10.0;;;;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;54.35;;;;15.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;J. Bergmann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;;;69.91;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;87.0;;;;65.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
2010;WSM Final - group;M. Koklyaev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;;;6.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;77.23;;;;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
2010;WSM Final - group;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;64.75;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;72.37;;;;57.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
2010;WSM Final - group;M. Westaby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;70.62;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;50.41;;;;65.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
2010;WSM Final - group;C. Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;5.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;69.23;;;;67.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;
2010;WSM Final - group;R. Frampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;5.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;74.85;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
2011;WSM Final - group;B. Shaw;;;;;;;36.49;;;;;;;;;;;;;;;;;16.88;;22.36;48.03;;;;;6.0;;;;;;;;;;39.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;H. Björnsson;;;;;;;3.0;;;;;;;;;;;;;;;;;25.72;;28.58;38.94;;;;;5.0;;;;;;;;;;43.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;M. Felix;;;;;;;1.0;;;;;;;;;;;;;;;;;24.72;;27.26;18.56;;;;;11.0;;;;;;;;;;44.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;J. Caron;;;;;;;1.0;;;;;;;;;;;;;;;;;65.53;;47.42;18.34;;;;;9.0;;;;;;;;;;49.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;R. Heinla;;;;;;;2.0;;;;;;;;;;;;;;;;;17.1;;58.01;10.82;;;;;5.0;;;;;;;;;;41.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;N. Best;;;;;;;0.0;;;;;;;;;;;;;;;;;23.22;;5.0;17.88;;;;;4.0;;;;;;;;;;47.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;L. Shahlaei;;;;;;;3.0;;;;;;;;;;;;;;;;;;;4.0;16.5;;;;;;;75.0;8.0;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;E. Katona;;;;;;;0.0;;;;;;;;;;;;;;;;;;;4.0;19.4;;;;;;;8.0;0.0;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;E. Aune;;;;;;;0.0;;;;;;;;;;;;;;;;;;;4.0;18.35;;;;;;;3.0;5.0;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;S. Romanchuk;;;;;;;0.0;;;;;;;;;;;;;;;;;;;4.0;14.5;;;;;;;5.0;4.0;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
